Name,Price
Jeep Compass 2.0 Longitude,5.305581370001234
Skoda Octavia Elegance 1.8 TSI AT,10.40192867762872
Ford Endeavour 3.2 Trend AT 4X4,5.024447020293509
Maruti Wagon R LXI CNG,3.5874236368228747
Maruti Alto K10 VXI,6.594033631025146
Maruti Swift VDI,7.928740611371203
Maruti Wagon R LXI CNG,2.7859274666113247
Honda Jazz V,13.351880557926096
Honda City i DTEC VX Option,2.7646298231949076
Maruti Alto K10 VXI,3.2063293324359328
Honda Jazz 1.5 SV i DTEC,6.745565852074768
Mahindra Verito 1.5 D6 BSIV,6.1134929768750075
Mercedes-Benz CLA 200 CDI Sport,10.409746182590196
Volkswagen Passat Diesel Highline 2.0 TDI,9.051673263688764
Hyundai EON Magna Plus,13.303189597297294
Maruti Wagon R LXI DUO BSIII,5.20879453049206
Volvo XC60 D5,7.18676512342679
Hyundai EON Era Plus,2.9612613481683514
Maruti Swift VXI BSIV,5.263883540352084
Ford EcoSport 1.5 Ti VCT AT Titanium,14.695305775796554
Maruti Ritz VDi,6.054589515254696
Honda Amaze VX i-DTEC,2.9108038715832896
Tata Bolt Quadrajet XE,6.6038500800927284
Volkswagen Vento 1.5 TDI Comfortline AT,4.155553206491535
Maruti Swift VDI BSIV W ABS,3.0225426128069657
Maruti Ciaz AT ZXi,3.0007871431544513
Ford Ecosport 1.5 Ti VCT MT Titanium,8.110124658987843
Maruti Swift Dzire VDI,3.504711078925232
Renault KWID Climber 1.0 AMT,2.6466566137289282
Tata Bolt Quadrajet XE,13.065984871315711
Renault Duster 85PS Diesel RxE,5.945102959145794
Maruti Ignis 1.2 Delta,2.6409316150379847
BMW X6 xDrive30d,2.544587231756519
Mercedes-Benz CLA 200 Sport Edition,5.0534519563192735
Tata Indica GLS BS IV,7.3399301607651175
Honda Civic 2010-2013 1.8 V MT,8.233095582851519
Tata Tiago 1.2 Revotron XZ,2.511744774777692
Volkswagen Polo 1.5 TDI Highline,3.1141126824789462
Maruti Wagon R VXI,5.332651235875613
Audi Q7 3.0 TDI Quattro Technology,3.1574755837884956
Maruti Swift VDI,7.768707768072757
Audi A4 1.8 TFSI Technology Edition,5.53184801382502
Mahindra Ssangyong Rexton RX7,6.923516735496252
Volkswagen Passat Diesel Highline 2.0 TDI,5.0359629022779595
Ford Figo Diesel Titanium,3.1034864160483044
Ford Endeavour 2.5L 4X2 MT,9.794308389474313
Toyota Corolla Executive (HE),3.267278551297226
Tata Indica Vista Quadrajet VX,14.633120972918658
Honda Jazz Select Edition,4.299467161600293
Hyundai Verna Transform SX VTVT,8.280522299703724
BMW 5 Series 2013-2017 520d Luxury Line,9.176396374442948
BMW X5 3.0d,3.4290065599986757
Toyota Etios VD,3.4976608655995167
Hyundai i20 1.2 Sportz,7.200453997958887
Maruti Swift ZDi,13.32774030017926
Honda City i-VTEC VX,5.463082267554161
Audi Q3 2.0 TDI,7.495263279708584
Mercedes-Benz GLE 250d,5.094527537981436
Chevrolet Sail LT ABS,8.056747886140764
Hyundai i20 Asta Option 1.2,5.392659734605141
Ford Ecosport 1.5 DV5 MT Titanium,5.67263028582503
Audi A4 2.0 TDI 177 Bhp Premium Plus,3.0018721263381005
Tata Indigo CS Emax CNG GLX,12.896471432997659
Maruti Celerio VXI AT,3.66149486864469
Hyundai i20 1.2 Sportz,3.1930344757383837
Maruti Ertiga SHVS ZDI Plus,2.894603104680624
BMW 3 Series 320d,4.32713779238
Toyota Innova 2.5 G4 Diesel 8-seater,6.838978775655727
Maruti Vitara Brezza ZDi Plus,14.926118666249836
Audi A6 2.8 FSI,3.5875687452222493
Maruti Wagon R LXI LPG BSIV,3.479415157816037
Volkswagen Polo Petrol Highline 1.2L,3.2234867030916794
Maruti Alto K10 VXI,3.4732844406743837
Maruti Ciaz ZDi Plus,6.117584390104966
Volkswagen Ameo 1.2 MPI Highline,5.428489074829342
Jaguar XF 3.0 Litre S Premium Luxury,2.7029259492470685
Maruti Swift VXI BSIV,3.312118128952283
Hyundai Elantra CRDi SX,5.024913772805437
Toyota Innova 2.5 V Diesel 7-seater,4.935801252438443
Nissan Micra Active XV,3.864422230780836
Hyundai i20 Sportz AT 1.4,7.084463878898918
Toyota Innova Crysta 2.4 VX MT,6.1841804775497105
Ford EcoSport 1.5 TDCi Titanium,7.719580368173715
Toyota Etios GD,7.496233960112448
Maruti Eeco 7 Seater Standard,2.5477897449217477
Hyundai Verna 1.6 SX VTVT (O) AT,6.447837541785993
Volkswagen Ameo 1.5 TDI Highline,4.897583654693933
Volkswagen Vento 1.6 Comfortline,8.84670832436677
Hyundai Elantra CRDi SX,8.754914543889472
Skoda Laura Ambition 2.0 TDI CR AT,12.465531661757185
Ford Figo Aspire 1.2 Ti-VCT Trend,7.913447764863126
Maruti Eeco 7 Seater Standard,3.8951375517799156
Mercedes-Benz S Class 2005 2013 S 350 L,5.160516602817074
Honda CR-V RVi MT,3.291126308669786
Audi A6 2011-2015 2.0 TDI Premium Plus,7.838379190041015
Hyundai i10 Magna,12.623493862943965
Toyota Corolla Altis Diesel D4DG,2.263720655537363
Maruti Ertiga VDI,19.618832973495955
Honda Amaze S Petrol,2.5163413956582747
Ford Fiesta Classic 1.4 Duratorq LXI,2.955293799034768
Chevrolet Beat Diesel LS,2.9595078917533706
Maruti Ertiga VXI CNG,3.343582463909671
Toyota Corolla Altis 2008-2013 1.8 VL AT,3.541981834389783
Toyota Innova Crysta 2.7 GX MT,4.970688699426791
Volvo V40 D3 R Design,4.400537874272268
Skoda Octavia Ambition 1.4 TSI MT,3.4501958022600774
BMW 5 Series 530d M Sport,5.5090233367718815
Hyundai Santa Fe 4WD AT,4.119005193746238
Renault Duster 85PS Diesel RxL,6.89491106890125
Mercedes-Benz M-Class ML 320 CDI,6.850798446989717
Maruti Dzire VDI,11.801559311358558
Toyota Fortuner 4x2 4 Speed AT,5.172924527019443
Hyundai i10 Sportz 1.2,10.21228109180257
Maruti Swift VXi BSIV,3.492601331278186
Toyota Fortuner 4x2 AT,3.1948096822171816
Mini Cooper Convertible S,5.848059951658879
Maruti Alto 800 2016-2019 CNG LXI,7.0081997248960075
Honda Brio S Option MT,7.161944807662035
Honda City i DTEC V,4.019522377190862
BMW X5 3.0d,2.7768109145652864
Jaguar XF 2.0 Diesel Portfolio,9.367051697095295
Volkswagen Polo 1.5 TDI Highline,11.394698287537517
Mercedes-Benz S Class 2005 2013 S 350 L,4.909521870491833
BMW 3 Series 320d Sedan,3.531908288496314
Chevrolet Beat LS,10.8563013843465
Volkswagen Vento 1.5 TDI Highline AT,2.9922158403234715
Nissan Sunny 2011-2014 Diesel XL,5.643748693860842
Audi A4 2.0 TDI,4.869519492813191
Volkswagen Vento 1.5 TDI Highline AT,3.1215498545726246
Chevrolet Aveo U-VA 1.2 LS,4.462552556969116
Toyota Prius 2009-2016 Z4,3.3658216911593035
Hyundai Santro Xing XG,2.882622107478214
Mahindra Thar CRDe,8.048149453671975
Volkswagen Polo Diesel Highline 1.2L,3.718689297326997
Honda Accord 2.4 AT,5.662827580084392
Ford Figo Diesel ZXI,5.445890106452159
Audi A4 2.0 TDI Premium Sport Limited Edition,3.4191660534857817
Hyundai Santro Xing GL,7.598168171262618
Datsun redi-GO T Option,5.644788340998885
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,8.9036413139634
Volkswagen Vento Petrol Highline AT,3.3435533643725894
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,7.421919829583925
Mercedes-Benz E-Class E 220 d,3.5988605151973503
Maruti Dzire AMT ZDI Plus,10.495979730801585
Audi A4 2.0 TDI 177 Bhp Premium Plus,3.968696130075952
Ford Endeavour 3.2 Titanium AT 4X4,7.643937765118695
Honda City i-VTEC CVT ZX,8.151498565393789
Audi Q5 30 TDI quattro Premium,2.670501327771584
Jeep Compass 2.0 Longitude,8.274660443797725
Hyundai i10 Magna,8.787998587772453
Toyota Innova Crysta 2.4 VX MT,20.058038514351985
Audi RS5 Coupe,5.467329069471953
Hyundai Elantra CRDi SX,3.501693206295857
Skoda Superb Style 1.8 TSI AT,11.942115127791867
BMW 5 Series 520d Luxury Line,2.6930362367974925
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,2.424002341436369
Honda Mobilio S i DTEC,5.93264210804565
Honda Amaze S i-Dtech,5.441344793606179
BMW 3 Series 320d Highline,3.7010292033595626
Jaguar XF 2.2 Litre Luxury,14.383383447578662
Datsun redi-GO T Option,3.4305521941998793
Hyundai EON Magna Plus,2.9454767685198027
Maruti Swift LDI,4.738177169341828
BMW X5 xDrive 30d,3.4120031090720544
Honda City i-VTEC CVT VX,5.2550072501798155
Hyundai i10 Magna 1.1,13.798085400121956
Toyota Innova Crysta 2.7 GX MT,3.0568706894871776
Maruti Grand Vitara AT,4.8857016115566525
Maruti Wagon R VXI BSIII,6.937829913006211
Audi Q5 2008-2012 2.0 TDI,4.833859346960021
Hyundai i10 Magna,5.112917608321315
Skoda Octavia Elegance 2.0 TDI AT,4.954148283145719
Maruti Swift ZDi,3.053232292449422
Honda Amaze SX i-VTEC,4.532629264198666
Maruti Vitara Brezza VDi,7.6075649203124724
Renault Duster 85PS Diesel RxE,5.65182177560666
Hyundai Xcent 1.2 Kappa AT S Option,3.3372868748980777
Audi A4 35 TDI Premium Plus,2.8900260983560973
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,10.782651301492558
Audi A4 2.0 TDI 177 Bhp Premium Plus,2.4411665187914884
Volkswagen Ameo 1.2 MPI Highline,2.9983792792240394
Chevrolet Beat LT,7.455281371604504
Jeep Compass 2.0 Longitude,8.516797768007487
Toyota Camry Hybrid 2.5,6.7546238955081055
Chevrolet Aveo U-VA 1.2 LT,7.209871948573814
Mercedes-Benz New C-Class 220 CDI AT,3.852740899696681
Toyota Fortuner 4x2 AT,4.052306301142073
Ford Ikon 1.3 Flair,3.9900301380236978
Audi Q7 3.0 TDI Quattro Technology,7.473447571599948
Tata Nano XTA,9.320830941467388
Volkswagen Vento Diesel Comfortline,5.454176805017955
Skoda Superb Elegance 1.8 TSI AT,5.365382484003145
Honda Jazz 1.2 VX i VTEC,9.153904035184011
Maruti Celerio CNG VXI MT,3.0112465691432235
Maruti Dzire AMT ZDI Plus,3.144876624174889
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,8.3262878803738
Toyota Innova 2.5 ZX Diesel 7 Seater,18.47591475535486
Maruti Eeco 5 STR With AC Plus HTR CNG,5.754780995583436
Hyundai Verna VTVT 1.6 AT SX Plus,8.553637941514287
Mini Cooper 5 DOOR D,2.1177582013037597
Hyundai Santro Xing GLS LPG,4.066757243917086
Toyota Corolla H2,7.960387158650103
Mahindra XUV500 AT W10 FWD,2.7836483071467826
Maruti Swift VXI BSIII,8.65660762757752
Mini Cooper 3 DOOR D,8.021677560448756
Tata Zest Quadrajet 1.3 75PS XE,12.974465769482741
Maruti Swift VDI,9.743971814524711
Mini Cooper Convertible S,3.499935202765637
Maruti Baleno Zeta 1.2,8.22468762389209
Nissan Terrano XL Plus 85 PS,15.60723850588053
Maruti Swift Dzire VXi,3.964976332544844
Hyundai Santa Fe 4X4,5.261675586087703
Toyota Innova Crysta 2.4 VX MT,3.0972034288815258
Honda Amaze VX i-Vtech,5.468533967726753
Hyundai EON D Lite Plus,3.2527423362111825
Hyundai Grand i10 CRDi Sportz,5.336226867757399
Hyundai Santro Xing XL,3.2491008246033743
Honda City 1.5 E MT,2.51474077850756
Mercedes-Benz E-Class 2015-2017 E250 Edition E,7.103034535858911
Chevrolet Sail Hatchback LS ABS,3.0115785072807215
Audi Q5 2.0 TDI Premium Plus,13.086811633412683
Volkswagen Polo 1.2 MPI Trendline,5.8379627454138285
Volkswagen Polo GT TSI,12.296261680730826
Maruti Vitara Brezza ZDi Plus Dual Tone,4.724032662952316
Maruti Estilo LXI,3.792327286810645
Toyota Fortuner 4x4 MT,3.6510609107884084
Ford Endeavour 3.2 Trend AT 4X4,19.720964834383835
Renault Duster 110PS Diesel RXZ Option,5.664600768147116
Hyundai i20 Asta 1.4 CRDi,5.2223745722405335
Renault Koleos 2.0 Diesel,8.44845041733513
Jeep Compass 2.0 Limited 4X4,6.148794048034322
Hyundai Verna 1.6 SX CRDI (O) AT,8.645801349648902
Mahindra NuvoSport N6,3.16689047239472
Renault Duster 110PS Diesel RxL AMT,10.804860710441668
Toyota Fortuner 2.8 4WD MT,3.2758752524200907
Mini Cooper 3 DOOR D,7.804680339439871
Volvo V40 Cross Country D3,4.238746871098275
Mahindra Scorpio 2.6 DX,6.280073953249192
Nissan Sunny 2011-2014 Diesel XL,2.4854040659676255
Hyundai Grand i10 CRDi Magna,3.1519173178133033
BMW X1 M Sport sDrive 20d,5.441676669884908
Maruti Swift 1.3 ZXI,7.918803754407934
Toyota Etios Liva V,16.934217914024945
Volkswagen Jetta 2012-2014 2.0L TDI Comfortline,3.0082676382443583
Honda Brio 1.2 VX MT,8.72558935646025
Hyundai EON LPG Era Plus Option,5.540079588340149
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,17.064936202769935
Chevrolet Beat LT,8.436239320607104
Renault KWID RXT,9.144873734583326
Toyota Prius 2009-2016 Z4,5.435857330806837
Hyundai Verna Xi (Petrol),6.777775803758407
Honda City i VTEC CVT VX,8.05915684860549
Honda City i VTEC CVT VX,4.898497405099652
Hyundai Santa Fe 2WD AT,5.495032189827608
Chevrolet Beat Diesel LT,9.98538178516011
Tata Indigo CS eVX,5.864481531276999
Honda City 1.5 GXI,7.649430566210503
Maruti Omni MPI STD BSIV,6.315199913251642
Chevrolet Beat Diesel LT,2.536531943176682
BMW 3 Series 320d,4.4373767740939085
Tata Indigo CS eVX,2.8210152313156724
Tata Zest Revotron 1.2T XE,7.733460582388828
Maruti Vitara Brezza VDi,11.112810109200696
Mahindra Scorpio VLX,6.139042997836372
Audi A4 2.0 TDI,7.808968185181672
Honda Jazz 1.2 V CVT i VTEC,14.580839902059768
Chevrolet Optra 1.6 LS,11.801438656735309
Toyota Etios Liva V,5.398609300455831
Mercedes-Benz B Class B200 CDI,11.2579440918463
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,12.157608620622955
Maruti Swift 1.3 LXI,7.885865449968886
Honda Jazz Select Edition,3.5572524283912506
BMW 5 Series 520d Sedan,14.686602941927193
Volkswagen Polo Petrol Highline 1.2L,7.671173363557079
Tata Nano Twist XT,14.932894291759558
Mahindra E Verito D4,4.419209070173549
Hyundai Verna 1.6 EX VTVT,6.024160098708479
Mercedes-Benz New C-Class 220 CDI AT,9.027232655283404
Hyundai Creta 1.6 SX Automatic Diesel,17.276925981041757
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,4.149012594666324
Ford Ikon 1.3 Flair,12.656881769338705
Tata Tigor XE Diesel,8.365046291635318
Maruti Swift Dzire VXi,2.7680648277395465
Volkswagen Vento Diesel Comfortline,7.779136920563259
Land Rover Range Rover Sport 2005 2012 Sport,8.80484501508914
Honda City i DTec V,3.2083385301953786
Hyundai Grand i10 CRDi Sportz,20.27987110172146
Volkswagen Polo 1.5 TDI Comfortline,5.07449051941398
Toyota Fortuner 3.0 Diesel,3.1147782814204406
Toyota Etios Liva GD,4.121192870663283
Toyota Corolla Altis D-4D GL,4.6756087606721985
Hyundai Elantra SX,3.8151397305550954
Mercedes-Benz New C-Class C 200 CGI Avantgarde,2.9770121901108064
Maruti Wagon R Duo LX BSIII,22.506135257273986
Maruti Swift Vdi BSIII,3.5133952270579147
Renault KWID Climber 1.0 AMT,3.8257620761478917
Honda City i-VTEC CVT VX,10.335736871263258
Toyota Innova Crysta 2.8 ZX AT,7.2382083225923735
Maruti Swift Dzire LDI,3.976726169415679
Honda Civic 2006-2010 1.8 V MT,3.606254836366547
Hyundai i20 Sportz 1.4 CRDi,2.261779870713455
Maruti Eeco 7 Seater Standard,3.2526922700793564
Honda City i VTEC V,12.265047043979223
Fiat Linea Emotion Pack (Diesel),8.369805525104608
Maruti Swift 1.3 VXi,2.7923547167229406
Maruti Wagon R LXI CNG,5.157728673933501
Maruti Ertiga ZDI,4.009774271236278
Hyundai i20 Magna Optional 1.2,3.331754304398318
Renault KWID 1.0 RXT Optional,3.395483386801004
Hyundai i20 1.2 Spotz,4.08539672571883
Maruti Vitara Brezza ZDi Plus Dual Tone,4.923682232991825
Hyundai Verna 1.6 CRDi AT SX,3.677155771212408
Land Rover Range Rover 3.0 D,12.343535794559891
Tata Indigo CS eGLX BS IV,5.264285556892463
Maruti Swift Dzire VDI,2.8732729499676397
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,7.021082482994708
Hyundai Verna VTVT 1.6 AT SX Option,7.490423497448928
Ford EcoSport 1.5 TDCi Titanium,6.558682792835503
Audi A4 2.0 TDI 177 Bhp Premium Plus,6.444656652562091
Maruti Eeco 7 Seater Standard,4.609192023463069
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,8.276047389531492
Maruti Vitara Brezza ZDi Plus Dual Tone,5.087406699774375
Ford Endeavour 3.0L 4X4 AT,11.627335709964978
Maruti Wagon R VXI BSIII,5.2254971290131484
Honda City V MT Exclusive,3.6006236092553534
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,3.0266434807276963
Maruti Celerio VXI AT,17.78155926508268
Toyota Camry W2 (AT),6.4727513886294865
Volkswagen Polo 1.5 TDI Highline,2.8692496045650655
Honda City 1.5 EXI,4.57830363668414
Honda City 1.5 S MT,3.419356685852484
Maruti Baleno Vxi - BSIII,12.230149935695247
Hyundai Grand i10 1.2 CRDi Sportz,4.530815913719623
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,8.320771243811395
Maruti Alto Green LXi (CNG),7.633079317839669
Tata Indica V2 eLS,10.110613025275438
Hyundai Getz GLE,4.705786241227412
Hyundai Xcent 1.2 CRDi S,11.674219550794147
Maruti Baleno Zeta 1.2,7.541373647465044
Maruti SX4 ZXI MT BSIV,3.8403190755184515
Chevrolet Beat Diesel LT,8.060353679653781
Toyota Innova 2.5 V Diesel 7-seater,9.084754964852833
Honda City i-VTEC CVT VX,11.080466800930443
Honda Civic 2010-2013 1.8 S MT,2.9405878279202904
Jaguar XF 3.0 Litre S Premium Luxury,12.136770242019308
Maruti Baleno Delta 1.2,5.140004833063844
Maruti Wagon R LXI Minor,4.1189341835411675
Mercedes-Benz New C-Class C 220 CDI Elegance AT,3.779083991325882
Skoda Rapid 1.5 TDI Ambition,5.151249263128221
Fiat Avventura MULTIJET Emotion,2.9065268948523917
Honda City i-VTEC VX,3.4382353408138924
Mahindra XUV500 W8 4WD,7.289892330854096
Volkswagen Jetta 2012-2014 2.0L TDI Comfortline,5.1608627979811015
Hyundai Verna 1.6 EX VTVT,3.055125859428136
Honda City ZX GXi,3.9158197321436403
Maruti Alto K10 2010-2014 VXI,5.098865799671219
Maruti SX4 Vxi BSIV,3.865125967074966
Mercedes-Benz CLA 200 D Sport Edition,6.730685276674686
Audi A4 2.0 TDI,2.7743401336263505
Toyota Fortuner 4x2 4 Speed AT,14.167148464457256
Chevrolet Enjoy Petrol LS 7 Seater,5.257795989577433
Hyundai Grand i10 Sportz,7.214008748569057
Mahindra XUV500 W6 2WD,2.6226717966179867
Toyota Prius 2009-2016 Z4,3.732110160635942
Mitsubishi Pajero Sport 4X2 AT DualTone BlackTop,2.4478366421856084
Maruti Alto Green LXi (CNG),4.043244180879759
Ford Ikon 1.3 Flair,5.995430479588637
Honda Amaze S i-Vtech,3.261947672492853
Jaguar XE 2.0L Diesel Prestige,4.200403480633658
Maruti Ciaz ZXi Option,5.694559644543106
Mahindra KUV 100 G80 K6 Plus 5Str,14.378885890673429
Maruti Wagon R LXI,5.267408313433824
